Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
proserpinaca-palustris-submersed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/s-l1600_ae64b579-183f-4fcc-8e8a-7f8fe0b5d3cb.jpg?v=1634609116,2,"",,,,,,,,,,,,,,,,,,,,
rotala-rotundifoliapink-baby-tears,Rotala rotundifolia(Pink baby tears),"<p>Rotala rotundifolia is a popular aquarium plant of the rotala genus and loosestrife family, which it shares with other well known aquatic plants. Its Latin name ‘Rotundifolia’ literally means ’round leaves’. Rotundifolia is commonly mistaken for Rotala indica, another popular aquatic plant. It is also known as:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Rotala Rotundifolia is a stem plant that thrives in wet, marshy, and aquatic environments and is a staple of aquaculture projects. The wild variety is found semi-immersed as a vigorous growing weed of rice paddies across southern Asia including China and Taiwan and can even be found in southern Europe. Use in aquascaping has led to it being introduced in the US, wherein in some regions, it has an invasive character.<br data-mce-fragment=""1""></p>
<ul>
<li>
<strong>Common Name:</strong> Rotála rotundifólia</li>
<li>
<strong>Portion:</strong> 6-8 stems, around 10-15cm each stems</li>
<li>
<strong>Other Names:</strong> The dwarf rotala, Round-leaf tooth cup, Pink sprites</li>
<li>
<strong>Scientific Name:</strong> Rotála rotundifólia</li>
<li>
<strong>Difficulty: </strong> Easy to Medium</li>
<li>
<strong>Lighting:</strong> Medium to High</li>
<li>
<strong>Optimal pH:</strong> 6.0 – 8.0</li>
<li>
<strong>Optimal GH:</strong> 2 – 12 (1 – 30)</li>
<li>
<strong>Optimal Temperature:</strong> 20 – 28 C (68 – 82 F)</li>
<li>
<strong>Substrate:</strong> Needed</li>
<li>
<strong>Growth Form:</strong> Stem</li>
<li>
<strong>Growth Rate:</strong> Moderate to fast</li>
<li>
<strong>Placement:</strong> in Tank</li>
<li>
<strong>Height:</strong> up 5 – 30+ cm (2 – 12+ inches)<br>
</li>
<li>
<strong>Fertilizers:</strong> Not needed to low</li>
<li>
<strong>CO2:</strong> Not needed to low</li>
<li>
<strong>Propagation:</strong> Head Cuttings or Runners</li>
</ul>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,8.50,9.50,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/822762743.jpg?v=1634608268,1,"",false,,,,,,,,,,,,,,,,kg,,5.00,active
rare-pink-cryptocoryne-flamingo-crypt-submerged,RARE PINK Cryptocoryne FLAMINGO CRYPT - SUBMERGED,"<p data-mce-fragment=""1"">Common Name: Crypt Flamingo, <span data-mce-fragment=""1"">Crypt Pink Panther</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Crypt Flamingo is one of our favorites here at the ASD' Rare Plant Farm.  The ruffled leaves and pink coloration really sets this plant apart from the other more common Crypts. This is extremely rare and sought after plant from collectors.  The exotic pink colors make it desirable compared to the common green or brown colored Cryptocoryne species. New leaves tend to have a blood red color initially which naturally lighten up into a pinkish tint over time.</p>
<p data-mce-fragment=""1"">It is generally a pretty easy plant to keep once it gets established in an aquarium. When grown under optimum conditions with high light and CO2, this plant can develop an intense pink coloration.  </p>
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></div>
</div>
<div data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Cryptocoryne prefer not to be moved once planted. If possible, do not move them!</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">Please be sure to remove this plant from its pot. Remove the cotton surrounding the roots and plant into a quality substrate. For instructions on how to properly plant ""potted"" aquarium plants.</li>
<li data-mce-fragment=""1"">CO2 injection and quality aquarium soil will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p>Portion: 1 plant with around 3-4 leaves</p>
</div>
<p data-mce-fragment=""1"">Family Name: Araceae</p>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">pH: 6-7</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Moderate</p>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,65.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/10503822526_a9778df45f_b.jpg?v=1634607829,1,"",false,,,,,,,,,,,,,,,,kg,,40.00,active
rare-pink-cryptocoryne-flamingo-crypt-submerged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/s-l1600_565efa6a-3c0f-49c7-a2ed-9533c6088b47.jpg?v=1634607829,2,"",,,,,,,,,,,,,,,,,,,,
crypt-nurii-rosen-maiden,Crypt Nurii Rosen Maiden,"<div class=""woocommerce-product-details__short-description"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Portion size 1 daughter plant</p>
<p data-mce-fragment=""1"">Cryptocoryne Nurii Rosen Maiden from Bt. Perah, Raub is a smaller crypt that will lay flat in good lighting. Cryptocoryne Nurii Rosen Maiden Grows very well submersed takes only a short time to adjust to new conditions.</p>
<p data-mce-fragment=""1"">***Ships good also seldom any melt.</p>
<p data-mce-fragment=""1"">Cryptocoryne Nurii Rosen Maiden is by far our favorite crypt that has sent up many spathes in our custom built' tanks.</p>
</div>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,55.00,65.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/s-l1600_1c50b7bf-5265-4195-9372-565ec80aad1e.jpg?v=1634607196,1,"",false,,,,,,,,,,,,,,,,kg,,40.00,active
crypt-nurii-rosen-maiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Cryptocorynenurii_RosenMaiden_Bt.Perah_Raub.jpg?v=1634607196,2,"",,,,,,,,,,,,,,,,,,,,
crypt-nurii-rosen-maiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/4841FF8D-A24B-4493-9252-48F9611BE36A.jpeg.d68556e148b06baa5b7d2cf35bd7192e.jpg?v=1634607196,3,"",,,,,,,,,,,,,,,,,,,,
needle-leave-java-fern,Needle Leave Java Fern,"<p dir=""ltr"" style=""margin-top: 0; margin-bottom: 0;"" data-mce-fragment=""1"" data-mce-style=""margin-top: 0; margin-bottom: 0;"">Live Fresh Aquarium Narrow Java fern</p>
<p>Portion: 1 Aquatic Plant with 6-8 leaves.</p>
<p dir=""ltr"" style=""margin-top: 0; margin-bottom: 0;"" data-mce-fragment=""1"" data-mce-style=""margin-top: 0; margin-bottom: 0;"">- PERFECT FOR BABY FISH AND SHRIMP</p>
<p dir=""ltr"" style=""margin-top: 0; margin-bottom: 0;"" data-mce-fragment=""1"" data-mce-style=""margin-top: 0; margin-bottom: 0;"">- PERFECT DECORATION</p>
<p dir=""ltr"" style=""margin-top: 0; margin-bottom: 0;"" data-mce-fragment=""1"" data-mce-style=""margin-top: 0; margin-bottom: 0;"">- SLOW GROWING MOSS AND VERY HARDY WITHOUT C02</p>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,14.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/c69d915068d19f4445354d7ed5e4ea54.jpg?v=1634605734,1,"",false,,,,,,,,,,,,,,,,kg,,10.00,active
needle-leave-java-fern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/61QK9DMsp7L.jpg?v=1634605733,2,"",,,,,,,,,,,,,,,,,,,,
red-roots-floating-plant,Red Roots Floating Plant,"<p>Home grown floater plant.</p>
<p>Portion: Will be package in a cup of diameter 7cm.</p>
<p>Beautiful red floater plant. These floaters in our tank have developed a gorgeous red tint and even the roots are red. Very healthy and growing well with red developing very well(as seen in the photos). A great way to add colours to your tank while helping to clear nitrate.  Great for shrimp and fish fry as it serves as a perfect hiding spot and feeding area. The fry and shrimp will be feeding on the microorganism growing at the roots of the floater plants.</p>
<p><br></p>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,7.50,10.50,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/red_root_floater_1505826943_5d9e5357.jpg?v=1634604029,1,"",false,,,,,,,,,,,,,,,,kg,,1.00,active
red-roots-floating-plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/red_root_floater_1505826944_353ec6be.jpg?v=1634604029,2,"",,,,,,,,,,,,,,,,,,,,
red-roots-floating-plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/red_root_floater_1505826944_24d606b1.jpg?v=1634604028,3,"",,,,,,,,,,,,,,,,,,,,
amazon-frogbit,Amazon Frogbit x5,"<p><span style=""font-family: Georgia; font-size: 300%;"" size=""7"" face=""Georgia""></span>Amazon Frogbit is a great floating plant for newly setup aquarium as your natural ammonia and nitrate filter. They are quite fast to multiply especially during warmer weather which can also be used in outdoor pond.<span style=""font-family: Georgia; font-size: 300%;"" size=""7"" face=""Georgia""></span></p>
<p>May have some algae/ snails.</p>
<p>Portion: 5 plants per portion.</p>
<p><span style=""color: #ff0010;"" color=""#FF0010""><br></span></p>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,5.50,9.50,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/s-l1600.jpg?v=1634603452,1,"",false,,,,,,,,,,,,,,,,kg,,1.00,active
ludwidgia-super-red,Ludwidgia Super red,"<p data-mce-fragment=""1"">Characteristics: The leaves grow in opposite pairs on a long stem. Sprout length: 30 cm.Growth rate: Monthly 10 cm.Propagation: Top cuttings 15 cm long. The old stem will then grow side sprouts.Requirements: Plenty of light.Special note: Give ample amounts of iron, the leaves will then show a deeper red.<br data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<ul style=""letter-spacing: normal;"" data-mce-fragment=""1"" data-mce-style=""letter-spacing: normal;"">
<li data-mce-fragment=""1"">Common Name: Ludwidgia Super red<br>
</li>
<li data-mce-fragment=""1"">pH: 6-8</li>
<li data-mce-fragment=""1"">Light: Medium</li>
<li data-mce-fragment=""1"">Growth: Medium</li>
<li data-mce-fragment=""1"">Growth Form: Stem</li>
<li data-mce-fragment=""1"">True Aquatic: Yes</li>
<li data-mce-fragment=""1"">Demands: Low</li>
<li data-mce-fragment=""1"">Available: Bunch, 3 submersed stems each bunch.</li>
</ul>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,8.50,9.50,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/ludwigia-sp-mini-super-red.jpg?v=1633995952,1,"",false,,,,,,,,,,,,,,,,kg,,2.00,active
ludwidgia-super-red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/ludwigia_super_red_1622197339_84b8f129_progressive.jpg?v=1633995952,2,"",,,,,,,,,,,,,,,,,,,,
ludwidgia-super-red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7776copy_1.jpg?v=1633995952,3,"",,,,,,,,,,,,,,,,,,,,
ludwigia-ovalis,Ludwigia Ovalis,"<div class=""productView-description"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Characteristics: The leaves grow in opposite pairs on a long stem. Sprout length: 30 cm.Growth rate: Monthly 10 cm.Propagation: Top cuttings 15 cm long. The old stem will then grow side sprouts.Requirements: Plenty of light.Special note: Give ample amounts of iron, the leaves will then show a deeper red.<br data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<ul style=""letter-spacing: normal;"" data-mce-fragment=""1"" data-mce-style=""letter-spacing: normal;"">
<li data-mce-fragment=""1"">Common Name: Ovalis</li>
<li data-mce-fragment=""1""><span style=""font-family: arial,;"" data-mce-fragment=""1"" data-mce-style=""font-family: arial,;"">Family: Onagraceae</span></li>
<li data-mce-fragment=""1"">Origin: East Asia</li>
<li data-mce-fragment=""1"">pH: 6-8</li>
<li data-mce-fragment=""1"">Light: Medium</li>
<li data-mce-fragment=""1"">Growth: Medium</li>
<li data-mce-fragment=""1"">Growth Form: Stem</li>
<li data-mce-fragment=""1"">True Aquatic: Yes</li>
<li data-mce-fragment=""1"">Demands: Low</li>
<li data-mce-fragment=""1"">Available: Bunch, 3 submersed stems each bunch.<br>
</li>
</ul>
</div>",Aquatic Swan Design,,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,9.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7763-Recovered.jpg?v=1633386485,1,"",false,,,,,,,,,,,,,,,,kg,,3.00,active
ludwigia-ovalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/ludwigia_oa_art-i.jpg?v=1633386485,2,"",,,,,,,,,,,,,,,,,,,,
anubias-barteri-var-nana-snow-white,"Anubias barteri var. nana ""Snow White""","<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Anubias barteri var. nana ""Snow White"" is a farmed variant of the popular Anubias species. This specific variant of Anubias is extremely rare and highly sought after by enthusiasts for its striking color variation. Unlike most Anubias species, Anubias barteri var. nana ""Snow White"" requires more light in order to thrive. Their bright coloration makes for a beautiful contrast against darker hardscape material, such as lava rocks, and other dark green aquatic plants.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Portion:</strong><br data-mce-fragment=""1""></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This listing is for 1 plant with around 5+ leaves. It is not for the entire mother clump (Mother clump available on request). The mother clump photos are showing how they look like after being grown for a long time.</span></p>
<div dir=""auto"" data-mce-fragment=""1"">
<br data-mce-fragment=""1"">
<div dir=""auto"" data-mce-fragment=""1"">pH: 6-7.5</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Care: Easy</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Light: Medium-High</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Co2: Recommended</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Propagation: Separate by rhizome</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Growth rate: Slow to moderate</div>
</div>",Aquatic Swan Design,,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Anubiasvar.nanaSnowwhite.jpg?v=1633056007,1,"",false,,,,,,,,,,,,,,,,kg,,,active
anubias-barteri-var-nana-snow-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/1644109204615.jpg?v=1644109236,2,"",,,,,,,,,,,,,,,,,,,,
anubias-barteri-var-nana-snow-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/1644109210359.jpg?v=1644109236,3,"",,,,,,,,,,,,,,,,,,,,
anubias-pangolino,Anubias Pangolino,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Anubias Pangolino is a farmed variant of the popular Anubias species. This specific variant of Anubias is extremely rare. Unlike most Anubias species, Anubias Pangoloino requires normal light in order to thrive. Their green coloration/ shape style leaves make for a beautiful contrast against darker hardscape material, such as lava rocks, and other dark green aquatic plants.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Portion:</strong><br data-mce-fragment=""1""></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This listing is for 1 plant with around 5+ leaves. It is not for the entire mother clump (Mother clump available on request). The mother clump photos are showing how they look like after being grown for a long time.</span></p>
<div dir=""auto"" data-mce-fragment=""1"">
<br data-mce-fragment=""1"">
<div dir=""auto"" data-mce-fragment=""1"">pH: 6-7.5</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Care: Easy</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Light: Low-Medium</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Co2: Recommended</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Propagation: Separate by rhizome</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Growth rate: Slow to moderate</div>
</div>",Aquatic Swan Design,,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,45.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/anubias_pangolino__super_rare__1630241561_3b9e0272_progressive.jpg?v=1633055433,1,"",false,,,,,,,,,,,,,,,,kg,,20.00,active
anubias-pangolino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/anubias_pangolino__super_rare__1630241561_7b365045_progressive.jpg?v=1633055433,2,"",,,,,,,,,,,,,,,,,,,,
anubias-panda-very-rare-limited-stock,Anubias Panda- Very rare/limited stock.,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Anubias Panda, also known as Anubias White Panda is a variant of the commonly seen Anubias species. Its extremely unique coloring was derived from the normal green Anubias population through the use of very particular selection. It is rarer than Anubias White or Anubias Pinto. This specific variant of the Anubias plant is also slow growing but requires more light than its other Anubias counterparts in order to thrive. Similar in size to Anubias Nana Petite, Pinto makes for an uncommon but unique addition to any planted aquarium from nano tanks to larger standard sized tanks. Their interesting coloration provides a wonderful contrast and pop of color against darker aquascaping stones, aquarium driftwood and other aquatic plants.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Portion: </strong><br data-mce-fragment=""1""></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This listing is for 1 plant with around 4-5 leaves. It is not for the entire mother clump (Mother clump available on request). The mother clump photos are showing how they look like after being grown for a long time.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">M size - around 6-8 cm plant height </span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">L size - around 10- 15 cm plant height</span></p>",Aquatic Swan Design,,Product_Bucep,"",true,Size,M,,,,,,,,"",0.0,shopify,deny,manual,79.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/pan10809_154343.jpg?v=1633054805,1,"",false,"Anubias Panda, rare anubias, anubias white panda, rare plants",,,,,,,,,,,,,,,kg,,,active
anubias-panda-very-rare-limited-stock,,,,,,,,,L,,,,,,,,"",0.0,shopify,deny,manual,139.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/1yzpmbxjldn71.jpg?v=1633054804,2,"",,,,,,,,,,,,,,,,,kg,,,
crinum-calamistratum,Crinum calamistratum,"<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Crinum calamistratum</em> is an aquatic plant native to Africa.  Long flowing leaves with tightly undulating margins are the highlight of this striking plant.  <em data-mce-fragment=""1"">Crinum calmistratum</em> is best used as a centerpiece for display in the aquarium.  Like other <em data-mce-fragment=""1"">Crinum</em> sp. <em data-mce-fragment=""1"">Crinum calamistratum</em> has a bulb to help it last through periods of low water in the natural environment and can even grow completely emersed in very humid conditions.  <em data-mce-fragment=""1"">Crinum calamistratum</em> has large white flowers and typically flowers while emersed although it will sometimes flower in the aquarium, sending its lovely bloom up above the water surface for some lucky aquarists.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Common Name: </strong> <em data-mce-fragment=""1"">Crinum calamistratum</em></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Family Name:       </strong>Amaryllidacea</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Native To:              </strong>Africa</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lighting:                </strong>Moderate</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Requirements:      </strong> Not difficult, but will grow best in a soil enriched or commercial soil based substrate</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Growth Form:        </strong>Bulb</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Growth Rate:          </strong>Moderate</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">True Aquatic:         </strong>Yes</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Placement in Tank: </strong>Focal point</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Available As:            </strong>Baby Bare root (bulb) with around minimum 4-5 leaves, mother plants are available at higher prices (email to us for more detail aquaticswandesign@gmail.com) <br></p>",Aquatic Swan Design,,Product_Plants,special,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,150.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Crinum_calamistratum.jpg?v=1633050521,1,"",false,,,,,,,,,,,,,,,,kg,,50.00,active
crinum-calamistratum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Crinum_calimistratum_2_1_of_1_-2.jpg?v=1633050522,2,"",,,,,,,,,,,,,,,,,,,,
crinum-calamistratum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Crinum_1_of_1.jpg?v=1633050521,3,"",,,,,,,,,,,,,,,,,,,,
bucephalandra-silat,Buce Silat,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Silat</p>
<p data-mce-fragment=""1"">Buce Silat is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Portion Size: Around 4-5 Leaves for each cutting</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,Home & Garden > Plants > Aquatic Plants,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,65.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/20190123_1c07de.jpg?v=1640246079,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bucephalandra-silat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Silat.jpg?v=1640246079,2,"",,,,,,,,,,,,,,,,,,,,
